idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	dmb	dsu01	deh	drgn2	ddi	dlg_s	drgur	drgmd	drgru	les	loc	loopcount_pens	lnu	lhw_a	lhwpv_a	liwmy02_a	liwmy_a	lcb_a	liwft_s	lhw	lindi	lunmy_s	lunmy	liwmy_s	liwwh	lcs	lfs	lhwpv_h	liwmy	liwwh72_h	ypr	yemmy	yem_a	ydses_o	yptmp	yempv_a	ymwdt	ysepv_a	yprrt	yse	yemxm_s	yem	ysemy	yiy	yot	ypt	ypp	yempv_s	yivwg	ysv	pdi	poaot	poanc_s	pdinc	pdicm	pdi00	pdiot	poa00	psuwd00	poacm	poanc	poa	psuwdcm	psuot	psu	poanc00_s	poancna_s	poancrg_s	poacm_s	psuwdcm_s	bhl	bchbamtrg_s	bchbaucna_s	bchbarg_s	bchbaucrg_s	bchlgmtrg_s	bchlgrg_s	bchlgucrg_s	bchmtrg_s	bchrg_s	bchucrg_s	bma	bunct_s	bunnc_s	bunmt_s	bunctpc	bunot	bunotmy	bchbaucna02_s	bunct02_s	bhlot	bhl00	bmact_s	bpact_s	bmanc_s	bsa	bsa_s	bsarg_s	bunct	bunctmy	bunctmy_s	bunnc	bunncmy	bed	bunncmy_s	bch00_s	bchdi_s	bchbamtna_s	bch	bch00	bchdi	bchot	bfa	bho	bun	xs01111	xs01112	xs01113	xs01114	xs01115	xs01116	xs01121	xs01122	xs01123	xs01124	xs01125	xs01126	xs01127	xs01131	xs01132	xs01133	xs01134	xs01141	xs01142	xs01143	xs01144	xs01145	xs01146	xs01147	xs01151	xs01152	xs01153	xs01154	xs01155	xs01161	xs01162	xs01163	xs01164	xs01165	xs01166	xs01167	xs01168	xs01169	xs01171	xs01172	xs01173	xs01174	xs01175	xs01176	xs01177	xs01178	xs01181	xs01182	xs01183	xs01184	xs01185	xs01186	xs01191	xs01192	xs01193	xs01194	xs01211	xs01212	xs01213	xs01221	xs01222	xs01223	xs01224	xs02111	xs02121	xs02122	xs02131	xs02211	xs02212	xs02213	xs03111	xs03121	xs03122	xs03123	xs03131	xs03141	xs03211	xs03212	xs03213	xs03221	xs04111	xs04121	xs04311	xs04321	xs04411	xs04421	xs04431	xs04441	xs04511	xs04521	xs04522	xs04531	xs04541	xs04551	xs05111	xs05121	xs05131	xs05211	xs05311	xs05312	xs05313	xs05314	xs05315	xs05316	xs05317	xs05321	xs05331	xs05411	xs05412	xs05413	xs05414	xs05511	xs05521	xs05611	xs05612	xs05621	xs05622	xs06111	xs06121	xs06131	xs06211	xs06221	xs06231	xs06232	xs06233	xs06311	xs07111	xs07112	xs07121	xs07131	xs07141	xs07211	xs07221	xs07231	xs07241	xs07311	xs07321	xs07331	xs07341	xs07351	xs07361	xs08111	xs08211	xs08311	xs09111	xs09112	xs09121	xs09122	xs09131	xs09141	xs09151	xs09211	xs09221	xs09222	xs09231	xs09311	xs09321	xs09331	xs09341	xs09351	xs09411	xs09421	xs09422	xs09423	xs09424	xs09511	xs09521	xs09531	xs09541	xs09611	xs10111	xs10211	xs10311	xs10411	xs10511	xs11111	xs11112	xs11121	xs11211	xs12111	xs12121	xs12131	xs12311	xs12321	xs12322	xs12411	xs12412	xs12521	xs12531	xs12541	xs12551	xs12621	xs12711	xcc	xhcmo	xmp	xpp	xhcmomi	xhcmomc	xhcrt	xed00	xhc	xhcot	xhl00	tpr	tintcbarg_s	tintcccrg_s	tintcchrg_s	tintcdbrg_s	tintcdprg_s	tintceerg_s	tintcfarg_s	tintchkrg_s	tintclgrg_s	tintclprg_s	tintcoarg_s	tintcrg_s	tintcrtrg_s	tintcwmrg_s	tintrchlp_s	tintrchlg_s	twl	tintrch	tsceemy_s	tsctbee_s	tsceepi_s	tsceeui_s	tsceeot_s	tscee_s	tscerpi_s	tscerui_s	tscerot_s	tscer_s	tscsemy_s	tsctbse_s	tscsepi_s	tscsehl_s	tscse_s	tsctbun_s	tscuner_s	tscunee_s	tinty_s	tintaxp_s	tintbit_s	tinit_s	tintbjt_s	tinjt_s	tintp_s	tin_s	tinrg_s	tinna_s	tingt_s	tingtna_s	tingtrg_s	tinta00_s	tintach_s	tintadp_s	tintaee_s	tintb_s	tintbiy_s	tintcmg_s	tintc_s	tintrch_s	kfbcc	kfb	kivho	amrtn	afc	ils_earns	ils_origy	ils_pen	ils_origrepy	ils_bensim	ils_benmt	ils_bennt	ils_ben	ils_taxsim	ils_tax	ils_taxin	ils_taxwl	ils_sicee	ils_sicer	ils_sicct	ils_sicse	ils_sicot	ils_sicdy	ils_dispy	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bed	ils_b1_bsa	ils_b1_bcb	ils_b1_bfa	ils_b1_bho	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_base_tin	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_sic	il_tsctbeese	il_bch00	il_bunnc	il_poanc	il_poacm	il_poacmds	il_psuwdcm	il_tinwkgr	il_tinwk	il_tinwk01	il_tinot	il_tinty	il_tintbiit	il_tintbit	il_tintcmo	il_tintbijt	il_tintbjt	tu_nucfam_HeadID	tu_nucfam_IsDependentChild	dct
1419	141901	0	0	141903	40	0	0	15011.7	2	2	0	3	30	0	0	1	0	0	7	5	5	0	0	0	0	0	0	0	0	4	0	0	0	120	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0	0	0	0	0.01	0	0.04	0	0.01	0	0	0	0	0	0.02	0.03	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.02	0	0	0.01	0.01	0	0	0	0	0	0.01	0	0	0	0	0.02	0.04	0.05	0	0	0	0	0.02	0	0	0	0	0	0.01	0	0	0.02	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.16	0	0	0	0	0	0.01	0	0	0	0.06	0	0	0	0	0	0.02	0	0	0.01	0	0	0.01	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0.15	0.04	0	0	0	0	0	0.04	0	0.01	0.04	0	0.03	0	0.01	0	0	0	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58.33	0	0	0	141903	0	13
1419	141902	141901	141903	0	4	1	1	5360.8	1	2	0	0	30	0	0	1	0	0	0	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0	0	0	0	0.01	0	0.04	0	0.01	0	0	0	0	0	0.02	0.03	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.02	0	0	0.01	0.01	0	0	0	0	0	0.01	0	0	0	0	0.02	0.04	0.05	0	0	0	0	0.02	0	0	0	0	0	0.01	0	0	0.02	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.16	0	0	0	0	0	0.01	0	0	0	0.06	0	0	0	0	0	0.02	0	0	0.01	0	0	0.01	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0.15	0.04	0	0	0	0	0	0.04	0	0.01	0.04	0	0.03	0	0.01	0	0	0	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141903	1	13
1419	141903	0	0	141901	40	1	0	8475.26	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	1023.68	1023.68	0	0	0	0	0	0	6.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0	0	0	0	0.01	0	0.04	0	0.01	0	0	0	0	0	0.02	0.03	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0.02	0	0	0.01	0.01	0	0	0	0	0	0.01	0	0	0	0	0.02	0.04	0.05	0	0	0	0	0.02	0	0	0	0	0	0.01	0	0	0.02	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.16	0	0	0	0	0	0.01	0	0	0	0.06	0	0	0	0	0	0.02	0	0	0.01	0	0	0.01	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0.15	0.04	0	0	0	0	0	0.04	0	0.01	0.04	0	0.03	0	0.01	0	0	0	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1023.68	48.11	15.87	1.02	65	241.59	61.42	10.24	313.25	0	0	0	0	0	0	0	0	958.67	0	388.42	62.62	46.75	7.01	22	7.01	2.78	4.24	7.01	4.24	2.78	566.67	116.67	0	228.59	46.75	0	0	0	0	0	0	0	3	0	1023.68	1023.68	0	1023.68	0	0	0	0	7.01	7.01	7.01	0	65	313.25	0	0	0	65	951.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023.68	1023.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.02	951.66	378.25	1023.68	1023.68	1023.68	1023.68	958.67	0	958.67	1023.68	958.67	958.67	0	958.67	730.09	388.42	0	730.09	46.75	141903	0	13
1420	142001	0	0	142003	40	0	0	15011.7	2	2	0	3	30	0	0	1	0	0	7	5	5	0	0	0	0	0	0	0	0	4	0	0	0	120	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0	0	0.01	0.03	0.02	0	0	0	0	0	0.01	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0.01	0	0.01	0	0	0	0	0.03	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0	0	0	0	0.01	0.02	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.02	0	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.01	0	0.07	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-108.33	0	0	0	142003	0	13
1420	142002	142001	142003	0	0	1	1	23443.6	1	2	0	0	30	0	0	1	0	0	0	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0	0	0.01	0.03	0.02	0	0	0	0	0	0.01	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0.01	0	0.01	0	0	0	0	0.03	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0	0	0	0	0.01	0.02	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.02	0	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.01	0	0.07	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142003	1	13
1420	142003	0	0	142001	40	1	0	10018.5	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	1330.78	1330.78	0	0	0	0	0	0	8.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0	0	0.01	0.03	0.02	0	0	0	0	0	0.01	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0.01	0	0.01	0	0	0	0	0.03	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0	0	0	0	0.01	0.02	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.02	0	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.01	0	0.07	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	1	1330.78	62.55	20.63	1.33	84.5	314.06	79.85	13.31	407.22	0	0	0	0	0	0	0	0	1246.28	0	654.61	80.64	262.94	23.82	22	23.82	0	23.82	39.44	23.82	15.62	566.67	216.67	0	200	262.94	0	0	0	0	0	0	0	3	0	1330.78	1330.78	0	1330.78	0	0	0	0	23.82	23.82	23.82	0	84.5	407.22	0	0	0	84.5	1222.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330.78	1330.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.33	1222.45	491.72	1330.78	1330.78	1330.78	1330.78	1246.28	0	1246.28	1330.78	1246.28	1246.28	0	1246.28	1046.28	654.61	0	1046.28	262.94	142003	0	13
1421	142101	0	0	142103	40	0	0	15011.7	2	2	0	3	30	0	0	1	0	0	7	5	5	0	0	0	0	0	0	0	0	4	0	0	0	120	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0	0	0.01	0.03	0.02	0	0	0	0	0	0.01	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0.01	0	0.01	0	0	0	0	0.03	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0	0	0	0	0.01	0.02	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.02	0	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.01	0	0.07	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58.33	0	0	0	142103	0	13
1421	142102	142101	142103	0	4	1	1	5360.8	1	2	0	0	30	0	0	1	0	0	0	5	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0	0	0.01	0.03	0.02	0	0	0	0	0	0.01	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0.01	0	0.01	0	0	0	0	0.03	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0	0	0	0	0.01	0.02	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.02	0	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.01	0	0.07	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142103	1	13
1421	142103	0	0	142101	40	1	0	10018.5	2	2	0	3	30	0	0	1	0	0	3	5	5	0	0	0	0	0	0	1	38	4	0	0	0	120	0	15	40	12	36	0	12	0	0	0	0	0	0	0	0	1330.78	1330.78	0	0	0	0	0	0	8.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0.01	0	0	0.01	0.03	0.02	0	0	0	0	0	0.01	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0.01	0	0.01	0	0	0	0	0.03	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0	0	0	0	0.01	0.02	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.02	0	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.01	0	0.07	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1330.78	62.55	20.63	1.33	84.5	314.06	79.85	13.31	407.22	0	0	0	0	0	0	0	0	1246.28	0	704.61	138.51	362.94	56.51	22	56.51	22.07	34.44	56.51	34.44	22.07	566.67	116.67	0	200	362.94	0	0	0	0	0	0	0	3	0	1330.78	1330.78	0	1330.78	0	0	0	0	56.51	56.51	56.51	0	84.5	407.22	0	0	0	84.5	1189.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330.78	1330.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.01	1189.77	491.72	1330.78	1330.78	1330.78	1330.78	1246.28	0	1246.28	1330.78	1246.28	1246.28	0	1246.28	1046.28	704.61	0	1046.28	362.94	142103	0	13
1422	142201	0	0	142203	40	0	0	15011.7	2	2	0	3	30	0	0	1	0	0	7	5	5	0	0	0	0	0	0	0	0	4	0	0	0	120	0	15	40	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0.01	0	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.08	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.03	0	0	0	0.04	0	0	0	0	0	0	0.06	0	0	0	0	0.02	0	0	0	0	0	0.01	0.03	0.01	0	0	0	0	0	0	0	0	0	409.47	0	409.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-108.33	0	0	0	142203	0	13
