idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
276	27604	27602	27601	0	9	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27601	1	0
277	27701	0	0	27702	55	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	206.03	206.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	98.38	40.32	9.73	12.35	0	160.78	0	0	0	0	0	0	0	0	0	45.26	0	45.26	0	0	22.63	4.07	4.07	0	0	0	270.4	0	0	0	0	0	206.03	0	206.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.4	0	270.4	232.85	0	232.85	0	0	0	0	0	0	0	0	0	0	-112.57	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.03	206.03	0	0	0	0	206.03	0	270.4	270.4	0	270.4	0	0	160.78	0	0	160.78	-225.15	206.03	206.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431.18	-225.15	206.03	0	0	45.26	206.03	45.26	0	45.26	-225.15	0	45.26	0	-225.15	0	0	-225.15	-225.15	27701	0	0
277	27702	0	0	27701	42	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.63	4.07	4.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27701	0	1
277	27703	27702	27701	0	20	1	0	10	1	0	0	0	0	0	3	-1	0	0	0	0	0	15	0	0	0	-1	785.51	785.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999.47	499.74	12.38	512.12	0	0	0	0	0	0	0	0	0	107.69	142.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677.82	0	677.82	122.01	23.14	0	0	0	23.14	0	23.14	61	0	0	0	0	0	0	0	0	785.51	76.67	11.78	19.25	107.69	785.51	76.67	51.06	15.16	0	0	142.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	61	0	52.53	52.53	0	46.34	46.34	677.82	122.01	23.14	0	0	23.14	0	46.28	593.67	539	241.03	1055.56	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785.51	785.51	512.12	512.12	0	0	785.51	512.12	84.15	84.15	0	84.15	0	107.69	0	0	142.88	107.69	1105.79	785.51	785.51	0	0	0	0	0	0	0	0	0	512.12	0	0	0	512.12	0	785.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512.12	0	0	0	191.84	1105.79	785.51	0	677.82	677.82	785.51	677.82	677.82	0	593.67	0	677.82	512.12	1105.79	0	0	593.67	593.67	27703	0	0
278	27801	0	0	0	81	1	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.76	2047.75	0	0	0	0	2047.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047.75	0	2047.75	368.59	163.56	0	0	0	163.56	0	163.56	184.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.3	184.3	0	158.7	158.7	0	46.34	46.34	2047.75	368.59	163.56	0	0	163.56	0	327.12	1699.89	539	2047.75	1477.79	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.76	0	206.76	2047.75	2047.75	2254.51	347.86	347.86	0	347.86	0	0	0	0	0	0	1906.65	2047.75	2047.75	0	0	0	2254.51	0	0	0	0	0	0	0	0	2254.51	0	0	0	0	0	0	0	0	0	0	0	2254.51	0	0	0	0	0	0	0	0	0	347.86	1906.65	0	0	2047.75	2047.75	2047.75	2047.75	2047.75	0	1699.89	2254.51	2047.75	206.76	1906.65	2047.75	0	1906.65	1906.65	27801	0	0
279	27901	0	0	0	57	1	0	10	4	0	0	0	0	0	4	7	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	1477.79	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27901	0	0
280	28001	0	0	28002	49	1	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	15	0	0	0	40	5285.35	5285.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	724.62	1096.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4560.73	0	4560.73	0	224.23	3091.74	556.51	46.34	330.77	0	421.14	410.47	0	0	0	0	0	0	0	0	5285.35	515.85	79.28	129.49	724.62	5285.35	515.85	343.55	102.01	129.49	5.29	1096.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.47	410.47	0	353.46	353.46	0	0	46.34	4560.73	820.93	421.14	0	92.67	448.47	1461.67	555.01	1695.28	539	2061.16	1055.56	0.15	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5285.35	5285.35	0	0	0	0	5285.35	0	831.61	831.61	0	831.61	0	724.62	0	0	1096.18	724.62	3729.12	5285.35	5285.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5285.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556.23	3729.12	5285.35	0	4560.73	4560.73	5285.35	4560.73	4560.73	0	3729.12	0	4560.73	0	3729.12	0	0	3729.12	3729.12	28001	0	0
280	28002	0	0	28001	45	0	4	10	2	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	26	1880.58	1880.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.83	390.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1622.75	0	1622.75	0	224.23	3091.74	556.51	46.34	117.69	0	120	146.05	0	0	0	0	0	0	0	0	1880.58	183.54	28.21	46.07	257.83	1880.58	183.54	122.24	36.3	46.07	1.88	390.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.05	146.05	0	125.76	125.76	0	0	46.34	1622.75	292.1	120	0	0	0	0	341.93	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1880.58	1880.58	0	0	0	0	1880.58	0	266.04	266.04	0	266.04	0	257.83	0	0	390.03	257.83	1356.71	1880.58	1880.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1880.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523.87	1356.71	1880.58	0	1622.75	1622.75	1880.58	1622.75	1622.75	0	1356.71	0	1622.75	0	1356.71	0	0	1356.71	1356.71	28001	0	1
280	28003	28002	28001	0	16	0	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28001	1	0
281	28101	0	28103	0	58	0	0	10	5	0	0	0	0	0	3	5	0	0	0	0	0	15	0	0	0	45	1578.69	1578.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.44	287.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1362.25	0	1362.25	245.21	93.3	0	0	0	93.3	0	93.3	122.6	0	0	0	0	0	0	0	0	1578.69	154.08	23.68	38.68	216.44	1578.69	154.08	102.61	30.47	0	0	287.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.6	122.6	0	105.57	105.57	0	46.34	46.34	1362.25	245.21	93.3	0	0	93.3	0	186.59	1146.35	539	1179.86	1055.56	0.15	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578.69	1578.69	0	0	0	0	1578.69	0	215.9	215.9	0	215.9	0	216.44	0	0	287.16	216.44	1146.35	1578.69	1578.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432.34	1146.35	1578.69	0	1362.25	1362.25	1578.69	1362.25	1362.25	0	1146.35	0	1362.25	0	1146.35	0	0	1146.35	1146.35	28101	0	0
281	28102	28101	0	0	28	0	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	15	0	0	0	39	767.23	767.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.19	139.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662.04	0	662.04	119.17	21.52	0	0	0	21.52	0	21.52	59.58	0	0	0	0	0	0	0	0	767.23	74.88	11.51	18.8	105.19	767.23	74.88	49.87	14.81	0	0	139.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.58	59.58	0	51.31	51.31	0	46.34	46.34	662.04	119.17	21.52	0	0	21.52	0	43.05	580.93	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767.23	767.23	0	0	0	0	767.23	0	81.11	81.11	0	81.11	0	105.19	0	0	139.56	105.19	580.93	767.23	767.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.29	580.93	767.23	0	662.04	662.04	767.23	662.04	662.04	0	580.93	0	662.04	0	580.93	0	0	580.93	580.93	28102	0	0
281	28103	0	0	0	86	1	0	10	5	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.76	1515.3	0	0	0	0	1515.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1515.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1515.3	0	1515.3	272.75	108.98	0	0	0	108.98	0	108.98	136.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.38	136.38	0	117.44	117.44	0	46.34	46.34	1515.3	272.75	108.98	0	0	108.98	0	217.97	1269.94	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.76	0	206.76	1515.3	1515.3	1722.06	245.36	245.36	0	245.36	0	0	0	0	0	0	1476.7	1515.3	1515.3	0	0	0	1722.06	0	0	0	0	0	0	0	0	1722.06	0	0	0	0	0	0	0	0	0	0	0	1722.06	0	0	0	0	0	0	0	0	0	245.36	1476.7	0	0	1515.3	1515.3	1515.3	1515.3	1515.3	0	1269.94	1722.06	1515.3	206.76	1476.7	1515.3	0	1476.7	1476.7	28103	0	0
282	28201	28203	28202	0	21	0	6	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28201	0	0
282	28202	0	0	28203	56	1	0	10	2	0	0	0	0	0	2	7	0	0	0	0	0	15	0	0	0	50	0	0	0	2702.98	2702.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2702.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	98.38	40.32	9.73	12.35	0	160.78	0	0	0	0	0	0	0	0	0	2542.2	0	2542.2	0	19.7	1271.1	228.8	46.34	39.41	0	59.11	270.4	0	0	0	0	0	2702.98	0	2702.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.4	0	270.4	232.85	0	232.85	0	0	0	0	0	250.17	92.67	39.41	393.62	59.11	1096.49	539	847.4	1055.56	0.15	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2702.98	2702.98	0	0	0	0	2702.98	0	329.52	329.52	0	329.52	0	0	160.78	0	0	160.78	2212.69	2702.98	2702.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2702.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490.29	2212.69	2702.98	0	0	2542.2	2702.98	2542.2	0	2542.2	2212.69	0	2542.2	0	2212.69	0	0	2212.69	2212.69	28202	0	0
282	28203	0	0	28202	57	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	1271.1	228.8	46.34	0	0	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	19.7	0	19.7	0	0	0	0	0	0	-19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	-19.7	0	0	0	0	0	0	0	0	-19.7	0	0	0	-19.7	0	0	-19.7	-19.7	28202	0	1
