idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	boa14_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
266	26601	0	0	0	84	0	0	10	5	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278.83	0	239.66	0	1278.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487.31	0	1487.31	252.84	93.82	0	0	0	0	0	93.82	133.86	0	0	0	0	0	0	0	0	0	0	0.95	0.78	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.86	133.86	0	115.27	115.27	0	0	0	43.76	43.76	1487.31	252.84	93.82	0	0	93.82	0	93.82	1051.15	674	0	12	0	1278.83	2189.04	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377.15	-377.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1278.83	1278.83	1726.97	227.67	227.67	0	227.67	0	0	0	0	0	0	1499.29	1487.31	1487.31	0	0	0	1726.97	0	0	0	0	0	0	0	0	1726.97	0	0	0	0	0	0	0	0	0	0	0	1726.97	0	0	0	0	0	0	0	0	0	227.67	1499.29	0	0	1487.31	1278.83	1487.31	1487.31	1487.31	0	1051.15	1518.49	1278.83	448.14	1499.29	1278.83	0	0	1290.81	1290.81	1278.83	26601	0	0
267	26701	0	0	0	71	0	0	10	5	0	0	0	0	0	4	5	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492.58	0	0	0	1492.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701.06	0	1701.06	289.18	113.59	0	0	0	0	0	113.59	153.1	0	0	0	0	0	0	0	0	0	0	0.81	0.61	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.1	153.1	0	131.83	131.83	0	0	0	43.76	43.76	1701.06	289.18	113.59	0	0	113.59	0	113.59	1225.9	674	0	12	0	1492.58	2189.04	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551.9	-551.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.48	0	208.48	1492.58	1492.58	1701.06	266.68	266.68	0	266.68	0	0	0	0	0	0	1434.38	1701.06	1701.06	0	0	0	1701.06	0	0	0	0	0	0	0	0	1701.06	0	0	0	0	0	0	0	0	0	0	0	1701.06	0	0	0	0	0	0	0	0	0	266.68	1434.38	0	0	1701.06	1492.58	1701.06	1701.06	1701.06	0	1225.9	1492.58	1492.58	208.48	1434.38	1492.58	0	0	1225.9	1225.9	1492.58	26701	0	0
268	26801	26802	26803	26804	47	1	0	10	2	0	0	0	0	0	2	8	0	0	0	0	0	0	0	15	0	0	0	70	0	0	295.32	295.32	0	1811.13	1811.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1811.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	25	0	0	0	0	0	265.78	0	0	0	0	0	0	0	0	0	40.49	0	52.95	0	0	0	840	163.97	67.2	14.03	20.58	0	0	0	0	0	0	0	0	0	0	0	1800.18	0	1800.18	0	-46.34	900.09	153.02	74.36	0	46.34	-46.34	404.75	0	0	0	0	0	0	0	0	0	0	0.5	0.53	0.57	0	1811.13	0	1811.13	295.32	28.82	4.43	7.24	40.49	295.32	28.82	19.2	4.93	0	0	52.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.75	22.93	381.81	348.53	19.75	328.78	0	0	0	43.32	254.83	43.32	0	0	92.67	-92.67	654.8	-46.34	496.03	674	0	12	0	928.31	1563.6	0.1	0	75	0.27	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	317	0.39	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	124	193	0	0	0	0	0	0	2106.45	2106.45	842	317	525	0	2106.45	842	358.41	358.41	0	358.41	0	40.49	265.78	0	52.95	306.26	2283.77	2106.45	2106.45	0	817	25	0	0	0	0	0	0	0	0	842	0	0	0	295.32	1811.13	0	0	0	0	0	0	0	0	0	0	0	0	25	0	817	0	0	664.68	2283.77	2106.45	0	254.83	1800.18	2106.45	1800.18	254.83	1545.35	1441.77	0	2117.18	842	2283.77	0	0	0	1758.77	1758.77	0	26801	0	0
268	26802	0	0	26803	78	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377.77	0	239.66	0	1377.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586.25	0	1586.25	0	121.9	1790.97	304.46	43.76	107.97	0	102.97	142.76	0	0	0	0	0	0	0	0	0	0	0.44	0.54	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.76	142.76	0	122.93	122.93	0	0	0	0	43.76	1586.25	269.66	102.97	0	0	0	0	229.87	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1377.77	1377.77	1825.91	245.73	245.73	0	245.73	0	0	0	0	0	0	1580.18	1586.25	1586.25	0	0	0	1825.91	0	0	0	0	0	0	0	0	1825.91	0	0	0	0	0	0	0	0	0	0	0	1825.91	0	0	0	0	0	0	0	0	0	245.73	1580.18	0	0	1586.25	1377.77	1586.25	1586.25	1586.25	0	1132.04	1617.43	1377.77	448.14	1580.18	1377.77	0	0	1371.7	1371.7	1377.77	26803	0	1
268	26803	0	0	26802	80	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1787.21	0	239.66	0	1787.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1787.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1995.69	0	1995.69	0	121.9	1790.97	304.46	43.76	135.84	0	140.84	179.61	0	0	0	0	0	0	0	0	0	0	0.3	0.82	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.61	179.61	0	154.67	154.67	0	0	0	0	43.76	1995.69	339.27	140.84	0	0	243.81	0	257.74	1299.4	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250.79	-1250.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.14	0	448.14	1787.21	1787.21	2235.35	320.45	320.45	0	320.45	0	0	0	0	0	0	1914.89	1995.69	1995.69	0	0	0	2235.35	0	0	0	0	0	0	0	0	2235.35	0	0	0	0	0	0	0	0	0	0	0	2235.35	0	0	0	0	0	0	0	0	0	320.45	1914.89	0	0	1995.69	1787.21	1995.69	1995.69	1995.69	0	1466.75	2026.87	1787.21	448.14	1914.89	1787.21	0	0	1706.41	1706.41	1787.21	26803	0	0
268	26804	0	0	26801	42	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	900.09	153.02	74.36	0	46.34	-46.34	0	0	0	0	0	0	0	0	0	0	0	0.91	0.29	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-46.34	-46.34	0	-46.34	0	0	0	0	0	0	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-46.34	46.34	0	0	0	0	0	0	0	0	46.34	0	0	0	46.34	0	0	0	46.34	46.34	0	26801	0	1
268	26805	26804	26801	0	19	1	0	10	1	0	0	0	0	0	3	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	710.41	710.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.4	0	0	0	0	0	0	0	0	97.4	97.4	127.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.41	710.41	0	0	0	0	0	0	0	0	0	0	0	55.17	0	0	0	0	0	0	0	0	0	0	0.58	0.41	0.24	0	0	0	0	710.41	69.34	10.66	17.41	97.4	710.41	69.34	46.18	11.86	0	0	127.38	0	0	0	0	0	97.4	0	0	0	0	0	0	0	0	0	0	0	55.17	55.17	0	47.51	47.51	0	710.41	0	0	0	0	0	0	0	0	0	0	0	557.84	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.41	710.41	0	0	0	0	710.41	0	55.17	55.17	0	55.17	0	97.4	0	0	127.38	97.4	557.84	710.41	710.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.57	557.84	710.41	0	613.01	710.41	710.41	0	710.41	0	557.84	0	613.01	0	557.84	0	0	0	557.84	557.84	0	26805	0	0
268	26806	26804	26801	0	18	1	0	10	1	0	0	0	0	0	3	8	0	0	0	0	0	0	0	15	0	0	0	60	0	0	698.82	698.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.81	0	0	0	0	0	0	0	0	95.81	95.81	125.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698.82	698.82	0	0	0	0	0	0	0	0	0	0	0	54.27	0	0	0	0	0	0	0	0	0	0	0.08	0.84	0.59	0	0	0	0	698.82	68.21	10.48	17.12	95.81	698.82	68.21	45.42	11.67	0	0	125.3	0	0	0	0	0	95.81	0	0	0	0	0	0	0	0	0	0	0	54.27	54.27	0	46.73	46.73	0	698.82	0	0	0	0	0	0	0	0	0	0	0	548.74	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698.82	698.82	0	0	0	0	698.82	0	54.27	54.27	0	54.27	0	95.81	0	0	125.3	95.81	548.74	698.82	698.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.08	548.74	698.82	0	603.02	698.82	698.82	0	698.82	0	548.74	0	603.02	0	548.74	0	0	0	548.74	548.74	0	26806	0	0
268	26807	26804	26801	0	17	0	6	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.55	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26801	1	0
269	26901	0	0	26902	65	1	0	10	2	0	0	0	0	0	4	9	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621.18	0	0	0	1621.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1829.66	0	1829.66	0	0	1050.38	178.57	49.26	0	0	0	164.67	0	0	0	0	0	0	0	0	0	0	0.81	0.6	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.67	164.67	0	141.8	141.8	0	0	0	0	43.76	1829.66	311.04	125.48	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.48	0	208.48	1621.18	1621.18	1829.66	164.67	164.67	0	164.67	0	0	0	0	0	0	1664.99	1829.66	1829.66	0	0	0	1829.66	0	0	0	0	0	0	0	0	1829.66	0	0	0	0	0	0	0	0	0	0	0	1829.66	0	0	0	0	0	0	0	0	0	164.67	1664.99	0	0	1829.66	1621.18	1829.66	1829.66	1829.66	0	1456.51	1621.18	1621.18	208.48	1664.99	1621.18	0	0	1456.51	1456.51	1621.18	26902	0	1
269	26902	0	0	26901	64	0	0	10	2	0	0	0	0	0	2	6	0	0	0	0	0	0	0	15	0	0	0	40	0	0	0	0	0	536.89	536.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	163.97	67.2	14.03	20.58	0	0	0	0	0	0	0	0	0	0	0	271.11	0	271.11	0	0	1050.38	178.57	49.26	0	0	0	381.81	0	0	0	0	0	0	0	0	0	0	0.5	0.57	0.64	0	536.89	0	536.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.81	0	381.81	328.78	0	328.78	0	0	0	0	0	0	0	0	0	0	0	0	672.9	674	0	12	0	946.14	1563.6	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.89	536.89	0	0	0	0	536.89	0	381.81	381.81	0	381.81	0	0	265.78	0	0	265.78	-110.7	536.89	536.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647.59	-110.7	536.89	0	0	271.11	536.89	271.11	0	271.11	-110.7	0	271.11	0	-110.7	0	0	0	-110.7	-110.7	0	26902	0	0
270	27001	0	0	27002	35	1	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	15	0	0	0	37	0	0	3931.17	3931.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	62.36	1.44	0	3.03	0	70.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.96	0	805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3392.2	0	3392.2	0	0.82	2384.74	405.41	43.76	251.53	0	270.02	305.3	0	0	0	0	0	0	0	0	0	0	0.83	0.49	0.15	0	0	0	0	3931.17	383.68	58.97	96.31	538.96	3931.17	383.68	255.53	65.65	96.31	3.93	805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.3	305.3	0	262.9	262.9	0	0	0	0	43.76	3392.2	576.67	270.02	0	352.01	1.65	1127.42	252.36	797.31	674	0	12	0	980.4	1563.6	0.1	0	65	0.31	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	753.58	0.46	0.51	0.01	0	0	0.02	616.57	137.01	137.01	62.36	70.18	1.44	0	0	3.03	0	0	0	0	0	0	0	0	3931.17	3931.17	1687.01	137.01	1550	0	3931.17	1687.01	575.32	575.32	0	575.32	0	538.96	0	0	805.1	538.96	4503.9	3931.17	3931.17	0	1633.98	53.03	0	0	0	0	0	0	0	0	1687.01	0	0	0	3931.17	0	0	0	0	0	0	0	0	0	0	0	0	0	53.03	0	1633.98	0	0	1114.28	4503.9	3931.17	0	3392.2	3392.2	3931.17	3392.2	3392.2	0	2816.89	0	3524.75	1687.01	4503.9	0	0	0	2949.43	2949.43	0	27001	0	0
