idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc_s	pdiuc	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	bed00_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
189	18902	0	0	18901	46	0	0	10	2	0	0	0	0	0	5	8	0	0	0	0	0	0	15	0	0	0	-1	153.05	153.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	8.33	0	193	0	0	0	0	0	0	0	0	0	0	0	1115.6	557.8	15.09	572.89	500	25	0	0	0	0	0	0	0	0	0	20.98	27.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.07	0	132.07	0	-15.61	66.04	11.89	11.89	0	15.61	-15.61	11.89	0	0	0	0	0	0	0	0	0	153.05	14.94	2.3	3.75	20.98	153.05	14.94	9.95	2.56	0	0	27.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.89	11.89	0	10.24	10.24	0	0	23.77	132.07	23.77	0	0	92.67	-31.22	31.22	-15.61	50.47	674	0	12	0	149.69	1375	0.12	0	45	0.44	0	50.47	800	500	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	325.33	0.38	0.59	0	0	0	0.03	0	0	0	0	0	0	0	0	0	124	193	0	0	0	8.33	0	0	153.05	153.05	1423.22	1398.22	25	0	153.05	1423.22	-3.72	-3.72	0	-3.72	0	20.98	0	0	27.44	20.98	1559.02	153.05	153.05	0	817	33.33	0	0	0	0	0	0	572.89	0	850.33	0	572.89	0	153.05	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	572.89	817	0	0	17.26	1559.02	153.05	0	132.07	132.07	153.05	132.07	132.07	0	135.79	0	449.07	1423.22	1559.02	0	0	0	452.79	452.79	18902	0	0
189	18903	18902	18901	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18902	1	0
190	19001	0	0	19002	40	0	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	0	15	0	0	0	37	3185.35	3185.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436.71	652.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2748.64	0	2748.64	0	183.95	3150.78	567.14	46.34	241.31	0	235.4	247.38	0	0	0	0	0	0	0	0	0	3185.35	310.89	47.78	78.04	436.71	3185.35	310.89	207.05	53.2	78.04	3.19	652.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.38	247.38	0	213.02	213.02	0	0	46.34	2748.64	494.75	235.4	0	0	0	0	425.26	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185.35	3185.35	0	0	0	0	3185.35	0	482.78	482.78	0	482.78	0	436.71	0	0	652.36	436.71	2265.86	3185.35	3185.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919.49	2265.86	3185.35	0	2748.64	2748.64	3185.35	2748.64	2748.64	0	2265.86	0	2748.64	0	2265.86	0	0	0	2265.86	2265.86	19002	0	1
190	19002	0	0	19001	36	1	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	0	15	0	0	0	54	4117.43	4117.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	25	0	0	0	0	0	0	0	0	0	564.5	843.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3552.93	0	3552.93	0	183.95	3150.78	567.14	46.34	311.93	0	317.84	319.76	0	0	0	0	0	0	0	0	0	4117.43	401.86	61.76	100.88	564.5	4117.43	401.86	267.63	68.76	100.88	4.12	843.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.76	319.76	0	275.35	275.35	0	0	46.34	3552.93	639.53	317.84	0	185.34	367.9	1489.58	495.88	1295.3	674	0	12	0	1575.39	1375	0.15	0	55	0.36	0	1295.3	800	0	500	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	386	0	642.33	0.39	0.6	0	0	0	0.01	2485.19	-1842.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4117.43	4117.43	525	500	25	0	4117.43	525	637.6	637.6	0	637.6	0	564.5	0	0	843.25	564.5	3440.33	4117.43	4117.43	0	500	25	0	0	0	0	0	0	0	0	525	0	0	0	4117.43	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	500	0	0	1202.1	3440.33	4117.43	0	3552.93	3552.93	4117.43	3552.93	3552.93	0	2915.33	0	3552.93	525	3440.33	0	0	0	2915.33	2915.33	19002	0	0
190	19003	19001	19002	0	11	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19002	1	0
190	19004	19001	19002	0	5	0	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19002	1	0
191	19101	0	0	19102	34	1	0	10	1	0	0	0	0	0	3	3	0	0	0	0	0	0	15	0	0	0	37	2458.1	2458.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	337.01	503.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121.09	0	2121.09	381.8	78.41	0	0	0	0	0	78.41	190.9	0	0	0	0	0	0	0	0	0	2458.1	239.91	36.87	60.22	337.01	2458.1	239.91	159.78	41.05	60.22	2.46	503.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.9	190.9	0	164.38	164.38	0	46.34	46.34	2121.09	381.8	171.08	0	92.67	78.41	629.27	78.41	925.89	674	0	12	0	887.36	1375	0.12	0	45	0.44	0	781.37	800	500	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	288	0.33	0.67	0	0	0	0	503.79	-215.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2458.1	2458.1	500	500	0	0	2458.1	500	269.31	269.31	0	269.31	0	337.01	0	0	503.42	337.01	2351.79	2458.1	2458.1	0	500	0	0	0	0	0	0	0	0	0	500	0	0	0	2458.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	606.31	2351.79	2458.1	0	2121.09	2121.09	2458.1	2121.09	2121.09	0	1851.79	0	2121.09	500	2351.79	0	0	0	1851.79	1851.79	19101	0	0
191	19102	0	0	19101	30	0	0	10	1	0	0	0	0	0	5	4	0	0	0	0	0	0	15	0	0	0	-1	626.96	626.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.96	112.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	0	541	97.38	0	0	0	0	0	0	0	48.69	0	0	0	0	0	0	0	0	0	626.96	61.19	9.4	15.36	85.96	626.96	61.19	40.75	10.47	0	0	112.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.69	48.69	0	41.93	41.93	0	97.38	97.38	541	97.38	0	0	0	0	0	0	492.31	674	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.96	626.96	0	0	0	0	626.96	0	48.69	48.69	0	48.69	0	85.96	0	0	112.41	85.96	492.31	626.96	626.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.65	492.31	626.96	0	541	541	626.96	541	541	0	492.31	0	541	0	492.31	0	0	0	492.31	492.31	19101	0	1
191	19103	19102	19101	0	3	1	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19101	1	0
192	19201	0	0	19202	41	1	0	10	2	0	0	0	0	0	3	2	0	0	0	0	0	0	15	0	0	0	40	5096.14	5096.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	50	0	0	0	0	0	0	0	0	0	698.68	1043.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4397.46	0	4397.46	0	182.89	3140.45	565.28	46.34	385.86	0	404.4	395.77	0	0	0	0	0	0	0	0	0	5096.14	497.38	76.44	124.86	698.68	5096.14	497.38	331.25	85.11	124.86	5.1	1043.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395.77	395.77	0	340.8	340.8	0	0	46.34	4397.46	791.54	404.4	0	185.34	365.78	1484.7	568.75	1291.12	674	0	12	0	1570.22	1375	0.15	0	55	0.36	0	1291.12	800	0	500	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	386	0	650.67	0.38	0.59	0	0	0	0.03	2468.49	-1817.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5096.14	5096.14	550	500	50	0	5096.14	550	800.18	800.18	0	800.18	0	698.68	0	0	1043.69	698.68	4147.28	5096.14	5096.14	0	500	50	0	0	0	0	0	0	0	0	550	0	0	0	5096.14	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	500	0	0	1498.86	4147.28	5096.14	0	4397.46	4397.46	5096.14	4397.46	4397.46	0	3597.28	0	4397.46	550	4147.28	0	0	0	3597.28	3597.28	19201	0	0
192	19202	0	0	19201	41	0	0	10	2	0	0	0	0	0	3	4	0	0	0	0	0	0	15	0	0	0	37	2182.68	2182.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.25	391.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1883.44	0	1883.44	0	182.89	3140.45	565.28	46.34	165.26	0	146.72	169.51	0	0	0	0	0	0	0	0	0	2182.68	213.03	32.74	53.48	299.25	2182.68	213.03	141.87	36.45	0	0	391.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.51	169.51	0	145.97	145.97	0	0	46.34	1883.44	339.02	146.72	0	0	0	0	348.15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2182.68	2182.68	0	0	0	0	2182.68	0	316.23	316.23	0	316.23	0	299.25	0	0	391.35	299.25	1567.21	2182.68	2182.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2182.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615.47	1567.21	2182.68	0	1883.44	1883.44	2182.68	1883.44	1883.44	0	1567.21	0	1883.44	0	1567.21	0	0	0	1567.21	1567.21	19201	0	1
192	19203	19202	19201	0	16	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19201	1	0
192	19204	19202	19201	0	9	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19201	1	0
