idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lhw	lunmy_s	lnu	liwmy_a	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yemmy	yemmw_s	ysemy	yiy	yot	ypr	ysv	yivag00_s	yivag01_s	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_yem_orig	i_bwkmcee_s	i_yemmc_s	i_diff	i_hourprop	i_min_wage_prop	i_bwalcee_s	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_bksic_s	i_smfirm	i_bksicer_s	i_smfirmer	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
252	25202	0	0	25201	41	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	707.43	120.26	106.53	0	92.67	-92.67	0	0	0	0	0	0	0	0.75	0.53	0.31	0	0.88	0.67	0.45	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-92.67	-92.67	0	-92.67	0	0	0	0	0	0	92.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92.67	92.67	0	0	0	0	0	0	0	0	92.67	0	0	0	92.67	0	0	0	92.67	92.67	0	25201	0	1
252	25203	25202	25201	0	17	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.92	0	0.74	0.65	0.56	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25201	1	0
252	25204	25202	25201	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.06	0.92	0	0.63	0.49	0.35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25201	1	0
253	25301	0	0	25302	61	0	0	10	2	0	0	0	0	0	2	6	0	0	0	0	0	0	0	15	45	0	0	0	0	0	0	0	0	314.16	314.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	152.26	62.4	13.03	19.11	0	0	0	0	0	0	0	0	0	0	0	1267.37	0	1267.37	0	0	633.69	107.73	107.73	0	0	0	470.32	0	0	0	0	0	0	0.5	0.13	0.76	0	0.02	0.65	0.28	0	314.16	0	314.16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.32	108	362.32	405	93	312	0	0	0	43.76	1200	204	67.24	0	0	0	0	0	-201.47	674	0	12	0	33.69	1500	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.16	314.16	1200	1200	0	0	314.16	1200	470.32	470.32	0	470.32	0	0	246.79	0	0	246.79	797.05	1514.16	1514.16	0	0	0	1200	0	0	0	0	0	0	0	0	1200	0	0	0	314.16	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	717.11	797.05	314.16	0	1200	67.37	1514.16	1267.37	1200	67.37	-402.95	0	67.37	1200	797.05	0	0	0	-402.95	-402.95	0	25301	0	0
253	25302	0	0	25301	63	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633.69	107.73	107.73	0	0	0	0	0	0	0	0	0	0	0.08	0.26	0.44	0	0.8	0.97	0.15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25301	0	1
254	25401	0	0	25402	37	0	0	10	4	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	37	0	0	0	0	0	2019.01	2019.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.6	45.25	0	0	0	0	0	0	0	0	0	0	0	242.21	0	316.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776.81	0	1776.81	302.06	120.59	0	0	0	0	0	120.59	159.91	0	0	0	0	0	0	0.56	0.9	0.24	0	0.93	0.27	0.61	0	0	0	0	2019.01	0	0	0	0.93	0.84	0	2019.01	197.06	30.29	49.47	276.81	2019.01	197.06	131.24	33.72	0	0	362.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.6	0	45.25	159.91	159.91	0	137.7	137.7	0	0	0	43.76	43.76	1776.81	302.06	120.59	0	0	0	0	120.59	1496.3	674	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822.3	-822.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019.01	2019.01	0	0	0	0	2019.01	0	280.51	280.51	0	280.51	0	242.21	0	79.85	316.76	242.21	1496.3	2019.01	2019.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.71	1496.3	2019.01	0	1776.81	1776.81	2019.01	1776.81	1776.81	0	1496.3	0	1776.81	0	1496.3	0	0	0	1496.3	1496.3	0	25402	0	1
254	25402	0	0	25401	43	1	0	10	1	0	0	0	0	0	3	5	0	0	0	0	0	0	0	15	37	0	0	0	0	0	2529.59	2529.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.35	56.69	0	0	0	0	0	0	0	0	0	0	0	303.46	0	396.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2226.13	0	2226.13	378.44	162.16	0	0	0	0	0	162.16	200.35	0	0	0	0	0	0	0.57	0.52	0.47	0	0.38	0.33	0.28	0	0	0	0	2529.59	0	0	0	0.93	1	0	2529.59	246.89	37.94	61.97	346.81	2529.59	246.89	164.42	42.24	0	0	453.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.35	0	56.69	200.35	200.35	0	172.53	172.53	0	0	0	43.76	43.76	2226.13	378.44	162.16	0	0	282.75	0	162.16	1863.62	674	0	12	0	2001.47	1500	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189.62	-1189.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2529.59	2529.59	0	0	0	0	2529.59	0	362.51	362.51	0	362.51	0	303.46	0	100.05	396.86	303.46	1863.62	2529.59	2529.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2529.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665.96	1863.62	2529.59	0	2226.13	2226.13	2529.59	2226.13	2226.13	0	1863.62	0	2226.13	0	1863.62	0	0	0	1863.62	1863.62	0	25402	0	0
255	25501	0	0	25502	54	1	0	10	2	0	0	0	0	0	2	6	0	0	0	0	0	0	0	15	50	0	0	0	0	0	0	0	0	1386.39	1386.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.72	139.36	3.83	143.19	0	0	0	0	0	0	0	0	246.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	152.26	62.4	13.03	19.11	0	0	0	0	0	0	0	0	0	0	0	1139.6	0	1139.6	0	0	569.8	96.87	96.87	0	0	0	362.32	0	0	0	0	0	0	0.18	0.59	0.99	0	0.79	0.2	0.6	0	1386.39	0	1386.39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362.32	0	362.32	312	0	312	0	0	0	0	0	0	0	0	0	0	0	0	388.64	674	0	12	0	569.8	1500	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386.39	1386.39	143.19	143.19	0	0	1386.39	143.19	362.32	362.32	0	362.32	0	0	246.79	0	0	246.79	920.47	1386.39	1386.39	0	0	0	0	0	0	0	0	0	143.19	0	0	0	143.19	0	0	1386.39	0	0	0	0	0	0	0	0	0	0	0	0	0	143.19	0	0	0	609.11	920.47	1386.39	0	0	1139.6	1386.39	1139.6	0	1139.6	777.28	0	1139.6	143.19	920.47	0	0	0	777.28	777.28	143.19	25501	0	0
255	25502	0	0	25501	47	0	0	10	2	0	0	0	0	0	9	6	0	0	0	0	0	0	0	15	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569.8	96.87	96.87	0	0	0	0	0	0	0	0	0	0	0.59	0.95	0.31	0	0.03	0.39	0.75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25501	0	1
256	25601	0	0	25602	77	1	0	10	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379.04	0	229.91	0	1379.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479.04	0	1479.04	0	113.07	1695.48	288.23	43.76	98.64	0	93.05	133.11	0	0	0	0	0	0	0.18	0.56	0.93	0	0.68	0.06	0.43	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.11	133.11	0	114.63	114.63	0	0	0	0	43.76	1479.04	251.44	93.05	0	0	226.14	0	211.71	1329.82	674	0	12	0	1595.48	1500	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1311.63	-1311.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.91	0	329.91	1379.04	1379.04	1708.95	226.16	226.16	0	226.16	0	0	0	0	0	0	1482.78	1479.04	1479.04	0	0	0	1708.95	0	0	0	0	0	0	0	0	1708.95	0	0	0	0	0	0	0	0	0	0	0	1708.95	0	0	0	0	0	0	0	0	0	226.16	1482.78	0	0	1479.04	1379.04	1479.04	1479.04	1479.04	0	1152.87	1608.95	1379.04	329.91	1482.78	1379.04	0	0	1382.78	1382.78	1379.04	25601	0	0
256	25602	0	0	25601	75	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1811.93	0	229.91	0	1811.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1811.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1911.93	0	1911.93	0	113.07	1695.48	288.23	43.76	127.51	0	133.09	172.07	0	0	0	0	0	0	0.27	0.36	0.45	0	0.64	0.74	0.83	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.07	172.07	0	148.17	148.17	0	0	0	0	43.76	1911.93	325.03	133.09	0	0	0	0	240.58	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.91	0	329.91	1811.93	1811.93	2141.84	305.17	305.17	0	305.17	0	0	0	0	0	0	1836.67	1911.93	1911.93	0	0	0	2141.84	0	0	0	0	0	0	0	0	2141.84	0	0	0	0	0	0	0	0	0	0	0	2141.84	0	0	0	0	0	0	0	0	0	305.17	1836.67	0	0	1911.93	1811.93	1911.93	1911.93	1911.93	0	1506.76	2041.84	1811.93	329.91	1836.67	1811.93	0	0	1736.67	1736.67	1811.93	25601	0	1
257	25701	0	0	0	77	1	0	10	5	0	0	0	0	0	4	8	0	0	0	0	0	0	0	15	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2379.89	0	229.91	0	2379.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2379.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2479.89	0	2479.89	421.58	185.63	0	0	0	0	0	185.63	223.19	0	0	0	0	0	0	0.84	0.19	0.54	0	0.25	0.6	0.96	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.19	223.19	0	192.19	192.19	0	0	0	43.76	43.76	2479.89	421.58	185.63	0	0	185.63	0	185.63	1971.07	674	0	12	0	2379.89	2100	0.2	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297.07	-1297.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.91	0	329.91	2379.89	2379.89	2709.8	408.82	408.82	0	408.82	0	0	0	0	0	0	2300.98	2479.89	2479.89	0	0	0	2709.8	0	0	0	0	0	0	0	0	2709.8	0	0	0	0	0	0	0	0	0	0	0	2709.8	0	0	0	0	0	0	0	0	0	408.82	2300.98	0	0	2479.89	2379.89	2479.89	2479.89	2479.89	0	1971.07	2609.8	2379.89	329.91	2300.98	2379.89	0	0	2200.98	2200.98	2379.89	25701	0	0
