idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
248	24801	0	0	0	42	1	0	10	4	0	0	0	0	0	5	6	0	0	0	0	0	15	0	0	0	37	391.23	391.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.79	117.39	2.83	120.23	0	0	0	0	0	0	0	0	0	53.64	71.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337.6	0	337.6	60.77	0	0	0	0	0	0	30.38	0	0	0	0	0	0	0	0	391.23	38.18	5.87	9.59	53.64	391.23	38.18	25.43	7.55	0	0	71.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.38	30.38	0	26.16	26.16	0	46.34	46.34	337.6	60.77	0	0	0	0	0	0	307.21	539	337.6	1454.51	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391.23	391.23	120.23	120.23	0	0	391.23	120.23	30.38	30.38	0	30.38	0	53.64	0	0	71.17	53.64	427.44	391.23	391.23	0	0	0	0	0	0	0	0	0	120.23	0	0	0	120.23	0	391.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.23	0	0	0	84.02	427.44	391.23	0	337.6	337.6	391.23	337.6	337.6	0	307.21	0	337.6	120.23	427.44	0	0	307.21	307.21	24801	0	0
249	24901	24903	24902	0	28	1	6	10	1	0	0	0	0	0	3	-1	0	0	0	0	0	15	0	0	0	-1	358.18	358.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.11	65.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.08	0	309.08	55.63	0	0	0	0	0	0	27.82	0	0	0	0	0	0	0	0	358.18	34.96	5.37	8.78	49.11	358.18	34.96	23.28	6.91	0	0	65.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.82	27.82	0	23.95	23.95	0	46.34	46.34	309.08	55.63	0	0	0	0	0	0	281.26	539	789.88	1038.94	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.18	358.18	0	0	0	0	358.18	0	27.82	27.82	0	27.82	0	49.11	0	0	65.15	49.11	281.26	358.18	358.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.92	281.26	358.18	0	309.08	309.08	358.18	309.08	309.08	0	281.26	0	309.08	0	281.26	0	0	281.26	281.26	24901	0	0
249	24902	0	0	24903	66	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060.56	0	0	0	0	2060.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060.56	0	2060.56	0	59.27	1030.28	185.45	46.34	118.54	164.87	185.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.45	185.45	0	159.69	159.69	0	0	46.34	2060.56	370.9	164.87	0	0	118.54	0	177.81	855.12	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060.56	2060.56	2060.56	350.32	350.32	0	350.32	0	0	0	0	0	0	1710.24	2060.56	2060.56	0	0	0	2060.56	0	0	0	0	0	0	0	0	2060.56	0	0	0	0	0	0	0	0	0	0	0	2060.56	0	0	0	0	0	0	0	0	0	350.32	1710.24	0	0	2060.56	2060.56	2060.56	2060.56	2060.56	0	1710.24	2060.56	2060.56	0	1710.24	2060.56	0	1710.24	1710.24	24902	0	0
249	24903	0	0	24902	64	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.27	1030.28	185.45	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.27	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24902	0	1
250	25001	0	0	25002	31	1	0	10	1	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	35	2306.78	2306.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.26	478.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1990.52	0	1990.52	358.29	157.69	0	0	0	0	157.69	179.15	0	0	0	0	0	0	0	0	2306.78	225.14	34.6	56.52	316.26	2306.78	225.14	149.94	44.52	56.52	2.31	478.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.15	179.15	0	154.27	154.27	0	46.34	46.34	1990.52	358.29	157.69	0	0	298.8	0	157.69	1653.68	539	1909.61	1038.94	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2306.78	2306.78	0	0	0	0	2306.78	0	336.84	336.84	0	336.84	0	316.26	0	0	478.43	316.26	1653.68	2306.78	2306.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2306.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653.1	1653.68	2306.78	0	1990.52	1990.52	2306.78	1990.52	1990.52	0	1653.68	0	1990.52	0	1653.68	0	0	1653.68	1653.68	25001	0	0
250	25002	0	0	25001	27	0	6	10	1	0	0	0	0	0	3	5	0	0	0	0	0	15	0	0	0	30	2119.24	2119.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.55	439.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1828.69	0	1828.69	329.16	141.11	0	0	0	0	141.11	164.58	0	0	0	0	0	0	0	0	2119.24	206.84	31.79	51.92	290.55	2119.24	206.84	137.75	40.9	51.92	2.12	439.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.58	164.58	0	141.72	141.72	0	46.34	46.34	1828.69	329.16	141.11	0	0	0	0	141.11	1523	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2119.24	2119.24	0	0	0	0	2119.24	0	305.69	305.69	0	305.69	0	290.55	0	0	439.53	290.55	1523	2119.24	2119.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2119.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596.24	1523	2119.24	0	1828.69	1828.69	2119.24	1828.69	1828.69	0	1523	0	1828.69	0	1523	0	0	1523	1523	25001	0	1
251	25101	0	0	25102	23	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.65	35.22	35.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25102	0	1
251	25102	0	0	25101	26	1	0	10	2	0	0	0	0	0	5	5	0	0	0	0	0	15	0	0	0	-1	453.47	453.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.92	277.96	6.71	284.67	0	0	0	0	0	0	0	0	0	62.17	82.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391.3	0	391.3	0	0	195.65	35.22	35.22	0	0	35.22	0	0	0	0	0	0	0	0	453.47	44.26	6.8	11.11	62.17	453.47	44.26	29.48	8.75	0	0	82.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.22	35.22	0	30.33	30.33	0	0	46.34	391.3	70.43	0	0	0	0	0	0	178.04	539	195.65	1038.94	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453.47	453.47	284.67	284.67	0	0	453.47	284.67	35.22	35.22	0	35.22	0	62.17	0	0	82.49	62.17	640.75	453.47	453.47	0	0	0	0	0	0	0	0	0	284.67	0	0	0	284.67	0	453.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284.67	0	0	0	97.39	640.75	453.47	0	391.3	391.3	453.47	391.3	391.3	0	356.08	0	391.3	284.67	640.75	0	0	356.08	356.08	25102	0	0
252	25201	0	0	25202	42	1	0	10	2	0	0	0	0	0	2	7	0	0	0	0	0	15	0	0	0	50	0	0	0	1661.65	1661.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1661.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	212	0	0	16.67	0	340	0	0	0	0	0	0	0	0	0	0	25.2	12.6	0.3	12.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	93.7	38.4	9.26	11.76	0	153.12	0	0	0	0	0	0	0	0	0	1508.53	0	1508.53	0	0	754.27	135.77	46.34	0	0	261.73	0	0	0	0	0	1661.65	0	1661.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.73	0	261.73	225.38	0	225.38	0	0	0	0	0	61.24	185.34	0	0	0	311.7	539	515.13	1038.94	0.12	0	55	0.36	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1661.65	1661.65	581.57	581.57	0	0	1661.65	581.57	261.73	261.73	0	261.73	0	0	153.12	0	0	153.12	1828.37	1661.65	1661.65	0	552	16.67	0	0	0	0	0	0	12.9	0	568.67	0	12.9	0	0	1661.65	0	0	0	0	0	0	0	0	0	0	0	0	16.67	12.9	552	0	0	414.85	1828.37	1661.65	0	0	1508.53	1661.65	1508.53	0	1508.53	1246.8	0	2060.53	581.57	1828.37	0	0	1798.8	1798.8	25201	0	0
252	25202	0	0	25201	41	0	0	10	2	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754.27	135.77	46.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25201	0	1
252	25203	25202	25201	0	17	1	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25201	1	0
252	25204	25202	25201	0	14	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25201	1	0
253	25301	0	0	25302	61	0	0	10	2	0	0	0	0	0	2	6	0	0	0	0	0	15	0	0	0	45	0	0	0	314.16	314.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	93.7	38.4	9.26	11.76	0	153.12	0	0	0	0	0	0	0	0	0	161.04	0	161.04	0	0	80.52	14.49	14.49	0	0	261.73	0	0	0	0	0	314.16	0	314.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261.73	0	261.73	225.38	0	225.38	0	0	0	0	0	0	0	0	0	0	-50.34	539	80.52	1038.94	0.12	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.16	314.16	0	0	0	0	314.16	0	261.73	261.73	0	261.73	0	0	153.12	0	0	153.12	-100.69	314.16	314.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414.85	-100.69	314.16	0	0	161.04	314.16	161.04	0	161.04	-100.69	0	161.04	0	-100.69	0	0	-100.69	-100.69	25301	0	0
253	25302	0	0	25301	63	1	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.52	14.49	14.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25301	0	1
254	25401	0	0	25402	37	0	0	10	4	0	0	0	0	0	3	3	0	0	0	0	0	15	0	0	0	37	2019.01	2019.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.81	418.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1742.21	0	1742.21	313.6	132.24	0	0	0	0	132.24	156.8	0	0	0	0	0	0	0	0	2019.01	197.06	30.29	49.47	276.81	2019.01	197.06	131.24	38.97	49.47	2.02	418.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.8	156.8	0	135.02	135.02	0	46.34	46.34	1742.21	313.6	132.24	0	0	0	0	132.24	1453.17	539	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019.01	2019.01	0	0	0	0	2019.01	0	289.04	289.04	0	289.04	0	276.81	0	0	418.74	276.81	1453.17	2019.01	2019.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565.85	1453.17	2019.01	0	1742.21	1742.21	2019.01	1742.21	1742.21	0	1453.17	0	1742.21	0	1453.17	0	0	1453.17	1453.17	25402	0	1
